Date,Open,High,Low,Close,Volume,Ticker
2024-05-30 17:18:49.733557,99.60333760014142,100.51836615161263,99.56963551344003,100.0,62543,AAPL
2024-05-31 17:18:49.733557,100.87854857369777,101.1608433321854,99.37017157515345,100.3657472921766,143337,AAPL
2024-06-03 17:18:49.733557,102.27821279320817,105.61108793196897,102.17317422787566,102.76637576117845,97651,AAPL
2024-06-04 17:18:49.733557,107.39482303787962,108.55048715808503,107.24969817222052,107.46873022072059,133792,AAPL
2024-06-05 17:18:49.733557,109.9731295178058,110.09960643497868,109.28283531015806,109.64126743090183,110323,AAPL
2024-06-06 17:18:49.733557,113.09895175253821,114.07058432513988,112.45748561822417,112.51509132969241,113744,AAPL
2024-06-07 17:18:49.733557,118.93738054714105,121.52953206032245,118.6082380994685,119.79925853846478,117376,AAPL
2024-06-10 17:18:49.733557,126.25154198641671,126.73659092264771,124.31034333768532,126.5051769844397,113569,AAPL
2024-06-11 17:18:49.733557,131.12358023734416,132.39212357465334,129.53421086667137,131.49791972493674,119366,AAPL
2024-06-12 17:18:49.733557,139.27167427184074,141.60707656443495,138.34099430989951,139.81919686971955,139972,AAPL
2024-06-13 17:18:49.733557,148.45958442785198,149.3226029994647,146.67938815018064,146.90506416568945,105978,AAPL
2024-06-14 17:18:49.733557,155.505676618225,157.01779732609234,154.87251294960984,155.12911860800025,121353,AAPL
2024-06-17 17:18:49.733557,165.33374968851516,169.1197567522987,165.30634821388497,166.59277492363282,97351,AAPL
2024-06-18 17:18:49.733557,174.23750071241884,175.6186073507077,172.74266442992283,173.28417911269304,143547,AAPL
2024-06-19 17:18:49.733557,183.98152953461954,183.99471728944846,180.78909660425666,181.670713236495,80018,AAPL
2024-06-20 17:18:49.733557,196.31405083125495,198.92615878337963,193.74138971064667,195.1066521992882,154129,AAPL
2024-06-21 17:18:49.733557,206.92283883001215,208.96982397925365,206.55849124466675,208.8245663007596,98977,AAPL
2024-06-24 17:18:49.733557,228.71036256719424,231.1522942329703,226.6985634355419,229.3761056683902,57133,AAPL
2024-06-25 17:18:49.733557,249.7135228047704,253.13309485358553,246.92191970493184,247.83158198714514,104006,AAPL
2024-06-26 17:18:49.733557,265.3344907504554,267.7558096584812,261.27289619732386,266.46473773529175,79822,AAPL
2024-06-27 17:18:49.733557,302.0370075507885,304.8536803890401,298.44838118941175,301.23566932615546,125482,AAPL
2024-06-28 17:18:49.733557,333.92234649222223,334.49378163550006,330.966830695877,332.37910654847695,80461,AAPL
2024-07-01 17:18:49.733557,367.4587323101113,372.42064047698557,366.6128822360984,369.5116828571187,86626,AAPL
2024-07-02 17:18:49.733557,401.7684510322265,406.90856085554026,398.21878727938866,401.911846677982,43569,AAPL
2024-07-03 17:18:49.733557,435.8981939182042,448.2360466495826,429.37113615123184,444.5344078039698,86528,AAPL
2024-07-04 17:18:49.733557,494.8656387528871,506.4707350218796,490.3525056988684,497.9228789912794,27303,AAPL
2024-07-05 17:18:49.733557,546.5891554838092,554.3011640351384,537.5426772407104,547.4178619054893,52689,AAPL
2024-07-08 17:18:49.733557,613.180686813495,620.9282083835507,606.1264620184826,617.8012087457918,122879,AAPL
2024-07-09 17:18:49.733557,694.0020906035929,698.0618254230897,683.4166866932178,687.2775149516801,123682,AAPL
2024-07-10 17:18:49.733557,762.5887314425155,772.5508762138306,762.4098454405823,769.1821603810672,112816,AAPL
2024-07-11 17:18:49.733557,854.9749356888134,861.8016123389854,850.9957740319929,857.2359333133635,71098,AAPL
2024-07-12 17:18:49.733557,994.4877253068669,1002.2128045587516,987.2251104746334,993.7090206262939,98901,AAPL
2024-07-15 17:18:49.733557,1128.5519586754006,1129.0442830477782,1117.0074145540536,1118.8862118691904,99894,AAPL
2024-07-16 17:18:49.733557,1228.2046023333976,1248.1220191826512,1219.8633299751639,1238.8666461525174,65439,AAPL
2024-07-17 17:18:49.733557,1423.1572365884522,1426.6177875224146,1405.5336608811601,1413.3039844174386,145249,AAPL
2024-07-18 17:18:49.733557,1559.7467027204355,1560.4512039860294,1539.926299515258,1559.6510414469726,126540,AAPL
2024-07-19 17:18:49.733557,1749.6757109703976,1763.8110279662635,1735.1524743923505,1760.0299298085138,93408,AAPL
2024-07-22 17:18:49.733557,1920.987992721821,1936.662581746133,1892.4014620969544,1915.6820102712763,101158,AAPL
2024-07-23 17:18:49.733557,2106.8608164890834,2117.786130414172,2085.8869099390654,2104.350060675457,106490,AAPL
2024-07-24 17:18:49.733557,2357.511404311861,2382.0922519315227,2335.178705640761,2366.0233802921066,38783,AAPL
2024-07-25 17:18:49.733557,2680.123360991131,2692.193579478748,2656.135146396456,2679.002518280697,92717,AAPL
2024-07-26 17:18:49.733557,2993.651764062489,3026.9534841814916,2922.800987197845,3000.581599649248,79571,AAPL
2024-07-29 17:18:49.733557,3340.7121818668666,3343.6956677664275,3323.633773513167,3338.440701187544,69972,AAPL
2024-07-30 17:18:49.733557,3709.524319785216,3734.584049617177,3688.720419382123,3694.86057418723,91621,AAPL
2024-07-31 17:18:49.733557,4039.113686027923,4099.737362999174,3970.200950665944,4001.078285730938,154196,AAPL
2024-08-01 17:18:49.733557,4343.121443623671,4396.960534041288,4315.775895047303,4375.584932277288,119354,AAPL
2024-08-02 17:18:49.733557,4853.19645830837,4882.10920088394,4767.131450129444,4791.931602476804,82947,AAPL
2024-08-05 17:18:49.733557,5300.151746022474,5390.412252823876,5294.337713124111,5362.900081129571,117367,AAPL
2024-08-06 17:18:49.733557,5909.149916038938,5955.117766640178,5773.139011597456,5914.530787011633,142042,AAPL
2024-08-07 17:18:49.733557,6299.5833854167,6401.807905554646,6272.025952402287,6277.447454482493,128056,AAPL
2024-08-08 17:18:49.733557,6886.166187610181,6986.929917434222,6803.554224327231,6874.587920186669,101847,AAPL
2024-08-09 17:18:49.733557,7386.403152066085,7417.280271667996,7339.705857135392,7414.075031850621,80661,AAPL
2024-08-12 17:18:49.733557,7917.325143459854,7945.724686349669,7914.834577199186,7927.213912764961,121068,AAPL
2024-08-13 17:18:49.733557,8601.381615964578,8697.014061442447,8464.44099299509,8626.873640872842,111914,AAPL
2024-08-14 17:18:49.733557,9383.719386536297,9471.05200961283,9330.824444159052,9416.985281232128,127041,AAPL
2024-08-15 17:18:49.733557,10274.226832284048,10427.70590019231,10055.599405296349,10222.171897092721,119222,AAPL
2024-08-16 17:18:49.733557,10749.223618194252,10755.609784474596,10658.017253897724,10726.270644443759,131637,AAPL
2024-08-19 17:18:49.733557,11263.267662263217,11433.385860382426,11206.309536137398,11310.241018303643,83998,AAPL
2024-08-20 17:18:49.733557,12070.837737744789,12141.57858218506,11937.836160393696,12006.100447963725,139581,AAPL
2024-08-21 17:18:49.733557,12854.026662768434,12859.504382121817,12718.205913097849,12830.394414264161,106103,AAPL
2024-08-22 17:18:49.733557,13383.365202252333,13486.89536354901,13244.018497480278,13318.475682248118,162343,AAPL
2024-08-23 17:18:49.733557,13888.417206145168,13936.435446916517,13640.869220385679,13836.201081847707,79357,AAPL
2024-08-26 17:18:49.733557,14013.855047370742,14111.003353655044,12829.139295524055,13004.262712520605,311741,AAPL
2024-08-27 17:18:49.733557,14203.614443550443,14325.383135746737,14172.00613975093,14251.465450867534,106152,AAPL
2024-08-28 17:18:49.733557,14940.856553792344,15053.114272627472,14864.27883005762,14874.232815830946,80603,AAPL
2024-08-29 17:18:49.733557,15663.460883271237,15822.552723144796,15519.27783256452,15606.365853096,85727,AAPL
2024-08-30 17:18:49.733557,15906.672367468516,15984.443478863313,15881.258917644176,15908.665408819106,90402,AAPL
2024-09-02 17:18:49.733557,16471.304635223958,16684.784900305385,16262.118855387293,16459.729522372578,112905,AAPL
2024-09-03 17:18:49.733557,16903.205644562087,17278.826324553957,16717.402955164747,16774.743254164707,115750,AAPL
2024-09-04 17:18:49.733557,16668.507111876694,16847.669243474807,16577.00359643326,16727.820080984715,82905,AAPL
2024-09-05 17:18:49.733557,16977.478420623527,17065.5625566684,16836.820867108654,16921.9878527228,99334,AAPL
2024-09-06 17:18:49.733557,17395.391653817656,17448.293029151657,17226.360710222452,17416.498793205817,164544,AAPL
2024-09-09 17:18:49.733557,17351.064065195893,17431.706128521706,17220.973428644687,17373.732274227867,151832,AAPL
2024-09-10 17:18:49.733557,17892.495334452586,17989.656253375008,17702.045454482974,17775.428805298838,113371,AAPL
2024-09-11 17:18:49.733557,16878.465157051447,16891.605116922245,16784.776692473195,16795.371887894784,101611,AAPL
