Date,Open,High,Low,Close,Volume,Ticker
2024-05-27 17:18:49.754698,99.93162956102135,101.43590090524981,99.2677269543569,100.0,97396,MSFT
2024-05-28 17:18:49.754698,100.66152079580182,100.84458715299257,100.20624653755105,100.35952144320703,143228,MSFT
2024-05-29 17:18:49.754698,103.26786883595453,103.96601556058611,102.56889495589508,102.73784846166629,79824,MSFT
2024-05-30 17:18:49.754698,106.63092257070116,108.76441502043443,106.61335306981839,107.39909037574793,154300,MSFT
2024-05-31 17:18:49.754698,109.32213528596311,110.1735463400948,108.98249181797155,109.5404783255091,98837,MSFT
2024-06-03 17:18:49.754698,112.05548528299354,113.45986570409855,111.51486565184099,112.37352003746487,57118,MSFT
2024-06-04 17:18:49.754698,119.11481447755568,121.38366341477816,118.28615958836164,119.58035654061327,104125,MSFT
2024-06-05 17:18:49.754698,127.53152354071575,128.53652563171264,125.98291110745892,126.20383559661076,79705,MSFT
2024-06-06 17:18:49.754698,131.43560321792614,131.4449696351593,129.97253517912372,131.1191797930691,125303,MSFT
2024-06-07 17:18:49.754698,138.28017832973634,141.17006894194398,137.77557825898302,139.3270113946719,80518,MSFT
2024-06-10 17:18:49.754698,147.10036304951038,147.20208978153948,144.07373734949493,146.30018023749773,86697,MSFT
2024-06-11 17:18:49.754698,156.34368107741173,157.5472890762602,152.9710474010738,154.3912885795539,43397,MSFT
2024-06-12 17:18:49.754698,166.697224400183,168.96668111185207,164.97804760438743,165.6779125947138,86474,MSFT
2024-06-13 17:18:49.754698,170.67313231705947,173.0621293690802,170.2825488863002,172.23248951214518,27625,MSFT
2024-06-14 17:18:49.754698,179.93482144342266,182.12858259025342,178.35433621950375,180.45552737667487,52791,MSFT
2024-06-17 17:18:49.754698,195.1194392408618,195.45139930449741,190.77453384810562,193.6574393663752,122912,MSFT
2024-06-18 17:18:49.754698,206.2512744942445,208.74578894139242,204.38123268474226,207.12470701161786,123755,MSFT
2024-06-19 17:18:49.754698,227.9203412694716,230.73743063450019,223.5787515656648,227.3191546113382,112819,MSFT
2024-06-20 17:18:49.754698,246.5623847029875,248.60355538410406,242.62242985461225,245.4294879854777,71153,MSFT
2024-06-21 17:18:49.754698,262.24589194973566,268.2030797912114,260.78128571396314,263.70245174787414,98821,MSFT
2024-06-24 17:18:49.754698,297.7384201552361,301.56738988903965,297.66898415573047,297.84406734470497,100153,MSFT
2024-06-25 17:18:49.754698,322.0495885341795,330.04477657124926,320.55945638003493,328.39229784418166,65289,MSFT
2024-06-26 17:18:49.754698,362.58249981667734,366.9309981361204,360.23043962107994,364.809382416009,145114,MSFT
2024-06-27 17:18:49.754698,395.97096543757175,398.2945108200319,395.30993540860567,396.56781247071245,126575,MSFT
2024-06-28 17:18:49.754698,435.09633225718403,440.6768043892308,432.1586092711089,438.3556955761074,93468,MSFT
2024-07-01 17:18:49.754698,495.47247079162963,499.2988400916778,488.01709698767695,490.69924503521565,100826,MSFT
2024-07-02 17:18:49.754698,534.6366761858827,539.4659259137314,527.9145528589377,539.2320587122324,106457,MSFT
2024-07-03 17:18:49.754698,606.6507878396945,612.763368285454,601.6445848825728,608.2457215561737,38815,MSFT
2024-07-04 17:18:49.754698,676.9254393966327,678.5618678921869,668.2263282242612,676.3984765321677,92692,MSFT
2024-07-05 17:18:49.754698,763.2642358230654,763.6069771329188,750.1637772695024,756.7648208692042,79592,MSFT
2024-07-08 17:18:49.754698,836.0055029458248,845.0211988536089,828.132138085844,843.2202442702843,70058,MSFT
2024-07-09 17:18:49.754698,983.9038708569486,991.8854352032222,968.8391776460434,977.1311881901553,91898,MSFT
2024-07-10 17:18:49.754698,1100.1971712393265,1105.8691218443205,1074.2449059646733,1100.13008760261,153933,MSFT
